,CAPT,CENX,CHTR,CMCSA,CSX,DIS,EA,FOXA,GOOGL,IAC,IGEN,IPG,KLDI,LUMN,LYV,META,MTCH,NFLX,NWSA,OMC,PARA,STT,T,TDW,TKAYF,TMUS,TRIP,VZ,WBD
2019-10-01,,1.609412754034544,0.622748145536383,0.7438452796010787,0.660902936022995,0.6729939393944323,0.9609340088160903,0.6207083187473331,1.2141203866275947,0.5928625493503351,0.1116993973130365,0.6111844327357663,,,,1.2923593378600948,,1.3086572777093788,0.6830480271126348,0.5923375008663045,,0.6801910123829151,0.454319050638965,1.0108909485309054,-0.1272913956342231,0.6410546940043357,1.106818498847862,0.21124661729572217,
2019-10-02,,1.6139734679134636,0.6316480534724817,0.7447441302747941,0.6824877864456604,0.6722548200764762,0.96207632525246,0.6223339751888327,1.2145083291131775,0.5859394053058453,0.39022727549524167,0.6169137244608693,,,,1.2918044736953924,,1.2892498219974151,0.6801686497241659,0.5892315326352433,,0.7074108092210514,0.4614309233840487,1.0222830780294194,-0.125917875736122,0.6421481761123929,1.1055252279843684,0.2172296984233471,
2019-10-03,,1.6168802570464422,0.6052570922149952,0.7448355869944279,0.6828305997671522,0.663662157106707,0.9761684199349878,0.6477164749060426,1.2210063872940797,0.5827237018165965,0.40452453641726827,0.649352308257721,,,,1.2757986520813827,,1.2697026574947614,0.6798724141026337,0.5936464212666522,,0.7213346513226165,0.4656054609347352,1.0071489386086019,-0.12317808362961646,0.6590739312563473,1.1060661526023243,0.23339711257780787,
2019-10-04,,1.6065349635832646,0.6111128881291626,0.7386961019881025,0.6862848341080279,0.6524370684967916,0.9694487009431857,0.6443887824591723,1.2191371007630354,0.59315531609521,0.3877375344883855,0.6439304739474176,,,,1.2877560945472342,,1.2618352310952738,0.6706842711618387,0.576808509787524,,0.7190260979945736,0.46319632914474845,1.0005458197349215,-0.1224633483409821,0.6601307582423941,1.1233216193289624,0.232532972665504,
2019-10-05,,1.5893845685656702,0.6296207278483618,0.7431209389568967,0.6727714404697585,0.6608604683036671,0.9699515518905001,0.6397415024909233,1.2206207243994687,0.5844375796793487,0.7788419775371994,0.6535346825330162,,,,1.2753498142910162,,1.2643005595135086,0.6737246497915331,0.5832871727219173,,0.7304322235067494,0.4641504600261802,0.9644345245166672,-0.12099429217541743,0.6635491397284355,1.1179624180404508,0.24492431895900554,
2019-10-06,,1.5893845685656702,0.6296207278483618,0.7431209389568967,0.6727714404697585,0.6608604683036671,0.9699515518905001,0.6397415024909233,1.2206207243994687,0.5844375796793487,0.7788419775371994,0.6535346825330162,,,,1.2753498142910162,,1.2643005595135086,0.6737246497915331,0.5832871727219173,,0.7304322235067494,0.4641504600261802,0.9644345245166672,-0.12099429217541743,0.6635491397284355,1.1179624180404508,0.24492431895900554,
2019-10-07,,1.5893845685656702,0.6296207278483618,0.7431209389568967,0.6727714404697585,0.6608604683036671,0.9699515518905001,0.6397415024909233,1.2206207243994687,0.5844375796793487,0.7788419775371994,0.6535346825330162,,,,1.2753498142910162,,1.2643005595135086,0.6737246497915331,0.5832871727219173,,0.7304322235067494,0.4641504600261802,0.9644345245166672,-0.12099429217541743,0.6635491397284355,1.1179624180404508,0.24492431895900554,
2019-10-08,,1.5893204263856568,0.6295321528767492,0.7431951969671458,0.6727299433118806,0.6607554818446245,0.9704148464813253,0.6396627277277754,1.2206748999712271,0.5838126107495131,0.779301798982197,0.6532535623579977,,,,1.2754395982900852,,1.2641226031457375,0.6739733280713042,0.5832921927159757,,0.7306457799591846,0.4640950913756324,0.9642869146598545,-0.1209873440351481,0.6634208441357666,1.1180243232820908,0.24481055786308123,
2019-10-09,,1.5637946276299188,0.6239511070919403,0.7424105043210965,0.6758571133119013,0.6713218462177234,0.9636825340346514,0.649443015354082,1.214623426279594,0.6017338202859288,1.1992668478303425,0.6917494560417747,,,,1.2619968829940125,,1.2524552545988978,0.7318044175346332,0.6057435308671625,,0.740673561774128,0.4624432768523602,0.9784428823953807,-0.11796486029073916,0.6645086475735349,1.1453407826289033,0.25215636236228184,
2019-10-10,,1.5598539758213072,0.6228208658631833,0.7428932512477274,0.6768835808912088,0.6726149623462656,0.9628326165472091,0.6520263346450134,1.2159644991955845,0.6062041839032974,1.1875728985195135,0.686030754834551,,,,1.2640935982550525,,1.244102657388053,0.7338049109477838,0.6030307526434625,,0.7433682980311302,0.46359336245800886,0.9789444967009869,-0.11776587968686875,0.6634968888023826,1.1454937352518142,0.2520662307194065,
2019-10-11,,1.5454141092557883,0.6180188319831159,0.7418636167038781,0.680404044046634,0.6708747047678294,0.9587256211642384,0.6568762668218207,1.215331696988937,0.6043001017450969,1.3600466435534624,0.6784028161815292,,,,1.2612519265033084,,1.2639576476313723,0.7353881315779179,0.5915900444320027,,0.7513869412681482,0.4662518220453984,0.9943832866091826,-0.11759127377602853,0.6645584550471321,1.1484470254726702,0.25583895616494984,
2019-10-12,,1.569714664138456,0.6014252458881247,0.7553524252982392,0.7033315607393898,0.6683677379798739,0.9654398159290626,0.6885839414328743,1.2063329958981985,0.6056223880837308,1.3095479802076633,0.6836482743518528,,,,1.2691886094234632,,1.2595577681860195,0.7502124700951815,0.604736774892917,,0.7747746104044329,0.46356789309068386,1.0436064430253151,-0.1165548190152596,0.6716044567450712,1.1696336633512776,0.253873846186657,
