,ALB,AMCR,APD,AVY,BALL,CE,CF,CME,CTVA,DD,DOW,ECL,EMN,FCX,FMC,IFF,IP,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,STLD,STT,VMC,WRK
2023-11-24,1.5618675201927137,0.9377786690513948,1.064016296377934,1.0033920547175867,1.1384550460567613,1.5369836179797502,0.6829682240917673,0.12257029359854155,0.7686666605262436,0.979338412421355,1.031010794984293,0.8336464539953409,1.2586200104243699,1.5403605050256746,1.1147272615335657,1.0426024712048985,0.9129517928925652,0.8005511724044317,0.9841061226468979,0.8976140101183075,1.1105762099887642,0.8488687890541554,1.256012278244092,0.8432686933572995,1.076445410238784,1.3692437030452365,0.9374705984104658,1.2760339544194153,0.9668532165863124,0.814032632670442,1.0097281692773739
2023-11-25,1.5674593138191544,0.9396331289190238,1.062778703274376,1.0014781449888048,1.1413295733833275,1.5375705989320545,0.6914187670133553,0.1234226853084373,0.7704729136283334,0.9789120170662389,1.0313818058313262,0.8331880546565599,1.2586718947599087,1.5375195985024994,1.114454627158682,1.0397168663549485,0.9117187485323613,0.8012038327133608,0.9841151048217894,0.8951171105387628,1.113156756932833,0.8468570779657743,1.2533774111521538,0.8438580746178661,1.0741520509788287,1.3732229207871247,0.9372275814325804,1.2697499834024881,0.9679658042990777,0.8121716057534526,1.0155471300932868
2023-11-26,1.5674593138191544,0.9396331289190238,1.062778703274376,1.0014781449888048,1.1413295733833275,1.5375705989320545,0.6914187670133553,0.1234226853084373,0.7704729136283334,0.9789120170662389,1.0313818058313262,0.8331880546565599,1.2586718947599087,1.5375195985024994,1.114454627158682,1.0397168663549485,0.9117187485323613,0.8012038327133608,0.9841151048217894,0.8951171105387628,1.113156756932833,0.8468570779657743,1.2533774111521538,0.8438580746178661,1.0741520509788287,1.3732229207871247,0.9372275814325804,1.2697499834024881,0.9679658042990777,0.8121716057534526,1.0155471300932868
2023-11-27,1.5674593138191544,0.9396331289190238,1.062778703274376,1.0014781449888048,1.1413295733833275,1.5375705989320545,0.6914187670133553,0.1234226853084373,0.7704729136283334,0.9789120170662389,1.0313818058313262,0.8331880546565599,1.2586718947599087,1.5375195985024994,1.114454627158682,1.0397168663549485,0.9117187485323613,0.8012038327133608,0.9841151048217894,0.8951171105387628,1.113156756932833,0.8468570779657743,1.2533774111521538,0.8438580746178661,1.0741520509788287,1.3732229207871247,0.9372275814325804,1.2697499834024881,0.9679658042990777,0.8121716057534526,1.0155471300932868
2023-11-28,1.5756800091686132,0.9395613250508345,1.0640079848387993,1.0009950569300399,1.1415070291148728,1.5363202679500785,0.6958050501385151,0.12385951477496192,0.7730219892171153,0.9793194175156844,1.032700850924684,0.8317989318677056,1.258316001557495,1.5381625780194683,1.1165405308448382,1.039283325096398,0.9063054246242984,0.8017133813187215,0.9855737883294394,0.8939841365294188,1.114491606811443,0.8443118181613469,1.2494400993851331,0.8405017711035083,1.073087745205205,1.374486322914836,0.9374234024118752,1.2647772243461544,0.9691009098928497,0.8112919976260775,1.0146959822414237
2023-11-29,1.5798924841252022,0.9385066845320449,1.0619010459291625,1.0001792632051172,1.1398613513458236,1.536265180194543,0.6950412316028823,0.12309561622554492,0.7722650372962897,0.9792010934291651,1.0341617455401857,0.8309232265485677,1.2586555740148495,1.5404349734926037,1.118050328931176,1.04071990927473,0.9066544893196502,0.8005256443339851,0.986642127902724,0.8916593391520236,1.1154675956164537,0.8538776547040309,1.2489298312221124,0.8395436037655517,1.0736256365397963,1.3727617116569915,0.9359145265478719,1.2628576495874684,0.9696424816245445,0.8097368940279385,1.0162383115001903
2023-11-30,1.5760710128432949,0.9458186567918038,1.056458966514878,1.0040090227290448,1.1465361985196416,1.5420213597945405,0.6884891750912245,0.1200376631010832,0.7712324313779497,0.9802583364804708,1.0348560551579604,0.8291231232804238,1.2602312140152807,1.5363352191605866,1.12026125143321,1.0356754299784652,0.9248207274307181,0.7989258267618398,0.9846820051591431,0.8918100670435513,1.1148915907491181,0.8542826714014718,1.2532313884477788,0.8478314140997049,1.0758517511428765,1.3751477203499025,0.9338108119507368,1.2644988099419332,0.9779762952034119,0.8109365341611117,1.033271363264829
2023-12-01,1.5503477904915866,0.936698564431381,1.0615100957083734,1.004573915741287,1.147086451904549,1.535036549639003,0.6877041592259644,0.13288652556811553,0.7631445678366903,0.9729183293827394,1.0331466481712621,0.8358035177604937,1.255768455858885,1.52661496061954,1.131190139934056,1.0284398009973148,0.9450030438721292,0.7961505851156351,0.9863165413097431,0.8880145095217774,1.092439406801044,0.842483338100335,1.2756315426479796,0.8734925801922487,1.081742437443167,1.3757851488942352,0.9415254369137839,1.2807212316473158,0.982664771866557,0.8070539453742583,1.0464727715326738
2023-12-02,1.5782233716854124,0.9348109993724987,1.0577926989851707,0.9958815608990311,1.1528757576967958,1.5333927204343571,0.6961528422667892,0.135796639218771,0.7788526209857942,0.974277572750562,1.0321729596011726,0.8287093406907439,1.2609419880091908,1.5621713746387231,1.1626594639212322,1.0358173732561178,0.9401017496407669,0.7838903734247805,0.9789351840881859,0.8827276193833751,1.1095239262777683,0.8586662172698982,1.262587681241555,0.8721931696256201,1.0805956600713365,1.3822548062544535,0.9426759253934209,1.2698908365312371,0.9864798544249389,0.8071866142543855,1.046225748098886
2023-12-03,1.5782233716854124,0.9348109993724987,1.0577926989851707,0.9958815608990311,1.1528757576967958,1.5333927204343571,0.6961528422667892,0.135796639218771,0.7788526209857942,0.974277572750562,1.0321729596011726,0.8287093406907439,1.2609419880091908,1.5621713746387231,1.1626594639212322,1.0358173732561178,0.9401017496407669,0.7838903734247805,0.9789351840881859,0.8827276193833751,1.1095239262777683,0.8586662172698982,1.262587681241555,0.8721931696256201,1.0805956600713365,1.3822548062544535,0.9426759253934209,1.2698908365312371,0.9864798544249389,0.8071866142543855,1.046225748098886
