,ADM,BF-B,BG,CAG,CHD,CL,CLX,COKE,COST,COTY,CPB,DG,DLTR,EL,GIS,HRL,HSY,JUNE,K,KDP,KHC,KMB,KR,KVUE,LW,MDLZ,MKC,MNST,MO,PEP,PG,PM,SJM,STT,STZ,SYY,TAP,TGT,TSN,WBA,WMT
2024-02-17,1.0762342817529076,1.2584582358021357,0.8401636974180829,1.1570530057058972,0.9642019375582579,0.9200698772539413,1.0995351589668796,0.929113481441688,0.8358927570504016,,1.0022123959709321,1.3216556198750486,1.1805477674312899,1.459349288223247,0.9456067488008479,1.1775697310486308,1.0762297450644647,,1.1278722454129602,1.0033832676785763,1.005676169787104,1.0053593944499613,0.7690173207586414,0.9826521461825166,0.7947450425822277,1.174974053676515,1.3439062075045496,1.0854226090879038,0.8641367531189413,1.1061116604479753,0.9844452994736573,0.8459000970882684,0.9961526471393074,0.7838009091052942,1.095620260356857,0.877737793480914,1.0614244809234197,1.255972872167343,0.9752330563266158,1.2191741350234921,0.8328156809434647
2024-02-18,1.0762342817529076,1.2584582358021357,0.8401636974180829,1.1570530057058972,0.9642019375582579,0.9200698772539413,1.0995351589668796,0.929113481441688,0.8358927570504016,,1.0022123959709321,1.3216556198750486,1.1805477674312899,1.459349288223247,0.9456067488008479,1.1775697310486308,1.0762297450644647,,1.1278722454129602,1.0033832676785763,1.005676169787104,1.0053593944499613,0.7690173207586414,0.9826521461825166,0.7947450425822277,1.174974053676515,1.3439062075045496,1.0854226090879038,0.8641367531189413,1.1061116604479753,0.9844452994736573,0.8459000970882684,0.9961526471393074,0.7838009091052942,1.095620260356857,0.877737793480914,1.0614244809234197,1.255972872167343,0.9752330563266158,1.2191741350234921,0.8328156809434647
2024-02-19,1.0762342817529076,1.2584582358021357,0.8401636974180829,1.1570530057058972,0.9642019375582579,0.9200698772539413,1.0995351589668796,0.929113481441688,0.8358927570504016,,1.0022123959709321,1.3216556198750486,1.1805477674312899,1.459349288223247,0.9456067488008479,1.1775697310486308,1.0762297450644647,,1.1278722454129602,1.0033832676785763,1.005676169787104,1.0053593944499613,0.7690173207586414,0.9826521461825166,0.7947450425822277,1.174974053676515,1.3439062075045496,1.0854226090879038,0.8641367531189413,1.1061116604479753,0.9844452994736573,0.8459000970882684,0.9961526471393074,0.7838009091052942,1.095620260356857,0.877737793480914,1.0614244809234197,1.255972872167343,0.9752330563266158,1.2191741350234921,0.8328156809434647
2024-02-20,1.0762342817529076,1.2584582358021357,0.8401636974180829,1.1570530057058972,0.9642019375582579,0.9200698772539413,1.0995351589668796,0.929113481441688,0.8358927570504016,,1.0022123959709321,1.3216556198750486,1.1805477674312899,1.459349288223247,0.9456067488008479,1.1775697310486308,1.0762297450644647,,1.1278722454129602,1.0033832676785763,1.005676169787104,1.0053593944499613,0.7690173207586414,0.9826521461825166,0.7947450425822277,1.174974053676515,1.3439062075045496,1.0854226090879038,0.8641367531189413,1.1061116604479753,0.9844452994736573,0.8459000970882684,0.9961526471393074,0.7838009091052942,1.095620260356857,0.877737793480914,1.0614244809234197,1.255972872167343,0.9752330563266158,1.2191741350234921,0.8328156809434647
2024-02-21,1.0497840868092059,1.2552877675512344,0.8240861419995933,1.2287578636696648,0.9488143265701152,0.9265159796662842,1.0913229188373008,0.8832244867818293,0.8187419271813817,,1.0169821880545449,1.3081872074212184,1.1949861774848687,1.4120784033489195,0.9798567578460188,1.1880765483099451,1.080600062023298,,1.128622971522344,1.000294216272187,1.03208770417075,1.0002035326076877,0.7671886834259405,0.9631912675651657,0.7963844087925072,1.1841262760452762,1.3758691955335516,1.076903893115415,0.8503313185129292,1.1120963226476326,0.9757181215276021,0.8288225684240927,1.005219956261609,0.7411124482905285,1.084654002858877,0.8467487200791082,1.0573811479577115,1.2460584566170625,0.9899395763957353,1.2260209741095414,0.8788747055057663
2024-02-22,1.0552002165605068,1.2534067002971683,0.8324995240053542,1.2248240461397366,0.9501219773753841,0.929195926145044,1.0903522443182783,0.8841419698971125,0.8132087456756999,,1.0217043973093038,1.3018620266289498,1.187907491476731,1.4196485197176183,0.9762997163107584,1.1931056970841554,1.0750688364451195,,1.1298410094567966,1.0059283437503237,1.0436714377895904,1.0053218575514915,0.7626373969927266,0.9712962673824695,0.7925135135250815,1.1867157311438599,1.3683224850442963,1.071598305303447,0.8521877931517093,1.1105465431410273,0.980866078734773,0.8338949728724988,1.004217087795792,0.7448634387989835,1.083227160215839,0.8493064660404135,1.0523716823604838,1.2378536954855786,0.9831351416483877,1.20789360698492,0.868438869182108
2024-02-23,1.0530344730410155,1.2449610048956732,0.8382254220754066,1.2208630725091723,0.9539530908698061,0.9315493568011225,1.0881509380973988,0.8644283502246072,0.819160268308004,,1.0154108498708418,1.2990071234667122,1.1831600183891038,1.4218731515028613,0.9707167077346824,1.2017378032791757,1.0766855462428853,,1.1331008127856506,0.9840874279622774,1.0423155186598678,1.0066591108906122,0.761567597086782,0.9668680576496529,0.8011627573006871,1.1871346436576469,1.368701336940201,1.0697744371685216,0.8566611311505382,1.1072377449701936,0.9795907325345034,0.8364081069965709,0.9953847715392883,0.7456887449056314,1.0818219543761203,0.8525942172301276,1.0522979642228618,1.2408790782366466,0.9758950359235588,1.202344263041838,0.8718413837812964
2024-02-24,1.0504168568170678,1.240384076454551,0.8340510578053748,1.21974291368363,0.9562474181982739,0.9311539742530989,1.0870566946431972,0.8724996981205896,0.8192887017832579,,1.0172493301655414,1.2931717455313694,1.1849637451454094,1.4244904058010752,0.9715561053168823,1.204696701073016,1.0762082654347647,,1.1263403765526943,0.9799061177882981,1.035523841440513,1.0079221100076425,0.7642409858610285,0.9657241166259862,0.7942951022510911,1.1841517801942947,1.3693044842288893,1.0699825030573182,0.8584425204143323,1.1099916379583434,0.9793528466873018,0.8374221191030761,1.0010101903441353,0.7529306854728284,1.0835150244419254,0.8533087805734476,1.0492179156210562,1.242374190738709,0.9815439702789779,1.205113806490069,0.8704827091117591
2024-02-25,1.0504168568170678,1.240384076454551,0.8340510578053748,1.21974291368363,0.9562474181982739,0.9311539742530989,1.0870566946431972,0.8724996981205896,0.8192887017832579,,1.0172493301655414,1.2931717455313694,1.1849637451454094,1.4244904058010752,0.9715561053168823,1.204696701073016,1.0762082654347647,,1.1263403765526943,0.9799061177882981,1.035523841440513,1.0079221100076425,0.7642409858610285,0.9657241166259862,0.7942951022510911,1.1841517801942947,1.3693044842288893,1.0699825030573182,0.8584425204143323,1.1099916379583434,0.9793528466873018,0.8374221191030761,1.0010101903441353,0.7529306854728284,1.0835150244419254,0.8533087805734476,1.0492179156210562,1.242374190738709,0.9815439702789779,1.205113806490069,0.8704827091117591
2024-02-26,1.0504168568170678,1.240384076454551,0.8340510578053748,1.21974291368363,0.9562474181982739,0.9311539742530989,1.0870566946431972,0.8724996981205896,0.8192887017832579,,1.0172493301655414,1.2931717455313694,1.1849637451454094,1.4244904058010752,0.9715561053168823,1.204696701073016,1.0762082654347647,,1.1263403765526943,0.9799061177882981,1.035523841440513,1.0079221100076425,0.7642409858610285,0.9657241166259862,0.7942951022510911,1.1841517801942947,1.3693044842288893,1.0699825030573182,0.8584425204143323,1.1099916379583434,0.9793528466873018,0.8374221191030761,1.0010101903441353,0.7529306854728284,1.0835150244419254,0.8533087805734476,1.0492179156210562,1.242374190738709,0.9815439702789779,1.205113806490069,0.8704827091117591
