,AAPL,ACN,ADBE,ADI,ADP,ADSK,AKAM,AMAT,AMD,ANET,ANSS,APH,AVGO,BFH,BR,CDNS,CDW,CME,CPAY,CRM,CSCO,CTSH,DAY,DXC,ENPH,EPAM,FFIV,FI,FICO,FIS,FSLR,FTNT,GEN,GLW,GPN,HPE,HPQ,IBM,INTC,INTU,IPGP,IT,JBL,JKHY,JNPR,KEYS,KLAC,LDOS,LRCX,MA,MCHP,MITK,MPWR,MPX,MSFT,MSI,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,OSIS,PANW,PAYC,PAYX,PTC,PYPL,QCOM,QRVO,ROP,SEDG,SNPS,STT,STX,SWKS,TDY,TEL,TER,TRMB,TWLO,TXN,TYL,V,VNT,VRSN,WDC,WU,XRX,ZBRA
2023-04-14,1.014445317296277,0.9105673205479394,1.1541695898980144,0.9488274012452408,,1.2421215829099221,0.6021183393344514,1.3088025440048807,1.5651521400502983,0.99004870981054,1.072221211941505,0.7572247106546975,0.928734569107539,,,0.9310498461961394,0.7428779696946306,0.2991349256963586,,1.0529259188272808,0.5774977493581511,0.7596340385435474,1.32180648750498,0.8297407762736687,1.0103080288020685,1.2709861345825473,0.8680052380826585,,0.9607294254757651,,0.6883378254288604,1.047097635401399,0.48106714663675026,0.669611653487658,,0.6931144888256036,0.8798829030820309,0.3625310878114616,1.0428146660848108,1.2507578405195703,,0.6659877973277072,,,0.5978602277732247,0.7800145129584861,1.1895386699634665,,1.3740117995450962,,1.2240981741970471,,1.5319149856576648,,1.0588385859748297,0.5554477814279888,1.0791928719958754,1.212441715458504,0.6961011585984695,1.7088478180086952,1.188477276631546,1.5033840455480028,0.5682510530537662,,,1.1844400318412396,,0.7056694294088294,,1.1732147063814684,1.1710942535218296,0.5262916272257298,1.141878076081472,0.968772011764809,0.793325899581531,0.9727424469983283,1.1913515433214938,0.630313534439636,0.8375856309104243,1.2052223408409666,1.0850919653010653,,0.8413355703895214,0.967470390864256,,,0.7332232744672748,1.0351362160471598,,,1.165942439928961
2023-04-15,1.0135866015942,0.9145191490867821,1.152016235592513,0.948361181616079,,1.242119356819067,0.6029656679660161,1.3080631297225471,1.5639073644914099,0.9909220266511403,1.0727953758639066,0.7577001174244251,0.9294330121740573,,,0.9329635282193015,0.7447496771754024,0.29802778106576183,,1.0507749826841146,0.5780409907830368,0.7606829985319146,1.319752302583338,0.8279037791814309,1.0094651425383567,1.2720790681796526,0.8698990857262153,,0.9599793243943708,,0.69169258780581,1.0471339590800366,0.4818747842922668,0.6696913338098724,,0.6940807708608131,0.8792052381449328,0.3613757223057907,1.0431805424968994,1.2489788905693073,,0.6697870041951991,,,0.5979050659985528,0.7789591132021562,1.1871841906463665,,1.370657855962667,,1.2242100930625994,,1.5294869728165879,,1.06066980598697,0.5530862315540863,1.0791364096658562,1.2215579712882554,0.6967577153832635,1.704106220699896,1.185892248020241,1.5001505474588253,0.5673208207598718,,,1.182240393383805,,0.7061041886563519,,1.1732466395284122,1.1690986354997865,0.5270297348268701,1.1456383552329323,0.9674061445803362,0.7881498337927912,0.9766969580692217,1.1862775355922885,0.6309549473660355,0.836389629550491,1.2063316066461318,1.0873346198381937,,0.8402422076580108,0.9654159644351878,,,0.7327212443593418,1.043114580804234,,,1.1666601988575647
2023-04-16,1.0135866015942,0.9145191490867821,1.152016235592513,0.948361181616079,,1.242119356819067,0.6029656679660161,1.3080631297225471,1.5639073644914099,0.9909220266511403,1.0727953758639066,0.7577001174244251,0.9294330121740573,,,0.9329635282193015,0.7447496771754024,0.29802778106576183,,1.0507749826841146,0.5780409907830368,0.7606829985319146,1.319752302583338,0.8279037791814309,1.0094651425383567,1.2720790681796526,0.8698990857262153,,0.9599793243943708,,0.69169258780581,1.0471339590800366,0.4818747842922668,0.6696913338098724,,0.6940807708608131,0.8792052381449328,0.3613757223057907,1.0431805424968994,1.2489788905693073,,0.6697870041951991,,,0.5979050659985528,0.7789591132021562,1.1871841906463665,,1.370657855962667,,1.2242100930625994,,1.5294869728165879,,1.06066980598697,0.5530862315540863,1.0791364096658562,1.2215579712882554,0.6967577153832635,1.704106220699896,1.185892248020241,1.5001505474588253,0.5673208207598718,,,1.182240393383805,,0.7061041886563519,,1.1732466395284122,1.1690986354997865,0.5270297348268701,1.1456383552329323,0.9674061445803362,0.7881498337927912,0.9766969580692217,1.1862775355922885,0.6309549473660355,0.836389629550491,1.2063316066461318,1.0873346198381937,,0.8402422076580108,0.9654159644351878,,,0.7327212443593418,1.043114580804234,,,1.1666601988575647
2023-04-17,1.0135866015942,0.9145191490867821,1.152016235592513,0.948361181616079,,1.242119356819067,0.6029656679660161,1.3080631297225471,1.5639073644914099,0.9909220266511403,1.0727953758639066,0.7577001174244251,0.9294330121740573,,,0.9329635282193015,0.7447496771754024,0.29802778106576183,,1.0507749826841146,0.5780409907830368,0.7606829985319146,1.319752302583338,0.8279037791814309,1.0094651425383567,1.2720790681796526,0.8698990857262153,,0.9599793243943708,,0.69169258780581,1.0471339590800366,0.4818747842922668,0.6696913338098724,,0.6940807708608131,0.8792052381449328,0.3613757223057907,1.0431805424968994,1.2489788905693073,,0.6697870041951991,,,0.5979050659985528,0.7789591132021562,1.1871841906463665,,1.370657855962667,,1.2242100930625994,,1.5294869728165879,,1.06066980598697,0.5530862315540863,1.0791364096658562,1.2215579712882554,0.6967577153832635,1.704106220699896,1.185892248020241,1.5001505474588253,0.5673208207598718,,,1.182240393383805,,0.7061041886563519,,1.1732466395284122,1.1690986354997865,0.5270297348268701,1.1456383552329323,0.9674061445803362,0.7881498337927912,0.9766969580692217,1.1862775355922885,0.6309549473660355,0.836389629550491,1.2063316066461318,1.0873346198381937,,0.8402422076580108,0.9654159644351878,,,0.7327212443593418,1.043114580804234,,,1.1666601988575647
2023-04-18,1.0132148225666957,0.9145226917348164,1.1512603187181643,0.9485428731106895,,1.2430587744177737,0.6032867745271654,1.3066804524594275,1.5612981446291614,0.9902924860435857,1.0731818358979657,0.7580919328220133,0.9303155921377949,,,0.9318632400016669,0.745571227491414,0.2987463819921557,,1.0515574355582684,0.5773046416327409,0.7616916202410579,1.3209777439180752,0.8282029081390259,1.0168360523826478,1.2713754954037702,0.8695836309906285,,0.9592698658132139,,0.6961035728410241,1.0461072669581284,0.4841079045107387,0.6693630785692753,,0.693447366290041,0.8826158113544461,0.361056353480453,1.0436075364260793,1.2482235562469306,,0.671073747126232,,,0.5964110596806422,0.7747262808615535,1.1860603635540852,,1.3685834666414092,,1.2250527003483695,,1.5299922198938125,,1.061188469204626,0.5525990636754988,1.0786157858166197,1.2227567668910466,0.69853914284942,1.7041708635247743,1.1867966546523263,1.5002257088876763,0.5668710524096122,,,1.18327454571481,,0.706912471958902,,1.172317506906842,1.1688840120635633,0.5275270988200742,1.1500758137870155,0.966631521175971,0.778788308616039,0.9768496174450342,1.1863704185954975,0.6303031699490906,0.8367945180200981,1.2033710325082942,1.0866920760173144,,0.8405604389362676,0.9645955591802032,,,0.7327407131598144,1.0444873365347505,,,1.1654676822384131
2023-04-19,1.013542806919298,0.914356077629829,1.150946381156845,0.9482918978538011,,1.2430128064250163,0.6031012541781521,1.3060668283346184,1.560855319295805,0.9895858425545102,1.0731555103699078,0.7577341143529795,0.9306731399886153,,,0.9317751613802733,0.7459887125747442,0.29834912166388633,,1.0517989214692705,0.5772041726549285,0.7620605857515439,1.3206655709785897,0.8271380606073223,1.0176580192287086,1.271370118672723,0.8681907497506931,,0.9590381081351949,,0.6958546659632536,1.0458928332413642,0.4837478171812118,0.668690583189445,,0.6929361647998041,0.8831352001473504,0.36099378476544564,1.0426264481891254,1.2484010977625022,,0.670501870664406,,,0.5952439463668471,0.7732559800262523,1.1856587615782377,,1.3687285062476877,,1.2249940057747288,,1.5285375192892252,,1.0607988194248104,0.5522769465520158,1.0776132278319706,1.223374578719771,0.698714916502041,1.705496741871248,1.1871402230245587,1.5006515305937773,0.5673582346560777,,,1.1825745070191145,,0.7061778914841297,,1.1714884065356759,1.1686598340691934,0.5271938953430934,1.1500697741499468,0.9664244547050954,0.7810633466508188,0.9766819249622025,1.1862948082408031,0.6297866202589353,0.8372568855774616,1.204379235667598,1.085951893076247,,0.8404953521785999,0.967030805764641,,,0.7328470233986415,1.0437241055611037,,,1.1653080337366963
2023-04-20,1.0120211530629608,0.9138563609871312,1.149278366972957,0.9487690680403787,,1.2429366511810962,0.6038764113244318,1.3066559893184386,1.5598438312104355,0.9938167600252024,1.0713255599808058,0.7594662106999412,0.9297863391705992,,,0.9316026357641962,0.7663812024371539,0.2975295582358213,,1.0511303228752655,0.5840498479644496,0.7638022380130531,1.319231117243618,0.8291420742363881,1.0196027768161073,1.273817298756664,0.874006286009399,,0.9592719397144225,,0.697049199359473,1.0467573204841396,0.483228792250713,0.6706038470893015,,0.7007841645678153,0.8878257533676953,0.3625276854070242,1.0454575999366262,1.2467397756269942,,0.6753230254291531,,,0.6015560755982216,0.7743585193001208,1.1891857449028573,,1.3694011605287444,,1.2271182541555008,,1.5318297342468619,,1.0603086955706629,0.5530601576507714,1.080328294042298,1.222940596858808,0.7025445186039936,1.7036147700756505,1.1891575598897213,1.5045406866837894,0.5683732014469756,,,1.1820065001637396,,0.7082845291533232,,1.1704709301235567,1.1694265072592926,0.5264653269109999,1.150626996000731,0.9667195414221428,0.779756563226963,0.9796003301295652,1.1879170553476517,0.6325524752760772,0.8361840580451451,1.205417895487096,1.087243835702681,,0.8428984324417983,0.9653763814003399,,,0.7342504103627575,1.047806927731705,,,1.1687400793686749
2023-04-21,1.0118713079029948,0.9165305655513576,1.1467431576661011,0.949494692379869,,1.242994452379272,0.6073927787555565,1.2926342741356573,1.556130201645897,0.9973820636379427,1.0703342643682472,0.7585251062493321,0.9288050298946189,,,0.930001044920739,0.7651118870955044,0.30007462921947303,,1.051469177828297,0.5919952015005236,0.7633606188124161,1.3263692969017074,0.8312708473149933,1.0166723093254648,1.2774136350683332,0.87812430621021,,0.954195524822322,,0.7004653400754725,1.0468898650485337,0.48577329131925007,0.6692833778533365,,0.7077311846451889,0.8917934537658022,0.36148500629540625,1.0460315611151818,1.2428565941417435,,0.6767928244810333,,,0.6088955197013892,0.7739773254126093,1.1743044428651466,,1.3445336178144347,,1.2317636847495153,,1.526748901924773,,1.0607308876501311,0.5534405478244406,1.0739712335960172,1.2255284875206571,0.7137884679669145,1.7099970975325247,1.1920817240645183,1.5120013377059685,0.570702067250848,,,1.1844149490972504,,0.7079773522169471,,1.1674207361905364,1.165379491857246,0.5253156247946806,1.1447438043486844,0.9658437796833603,0.7791772389121794,1.0053306432378577,1.1875219721580443,0.632263887184616,0.8359011079416716,1.2001098725698498,1.0866372034648268,,0.841875275794446,0.965876535660026,,,0.7333261657401974,1.056479109055477,,,1.1683579155945953
2023-04-22,1.0130280629929773,0.9154056509285475,1.1472156257828632,0.9495991684528435,,1.2425504788528259,0.6066994034847469,1.293239364676915,1.5584458328883466,0.9964895314493964,1.069842840195945,0.7587215398573881,0.9284248888154257,,,0.9302704089371899,0.7659891854117362,0.3005060006723807,,1.0497413677841383,0.5899149839024593,0.7641179843779357,1.324761653443248,0.8335702159926053,1.0169147171968471,1.2772558455807357,0.8774903316704707,,0.950110005158681,,0.6996055807715815,1.046800160507455,0.4849794695948235,0.6707312633912134,,0.7081320086779521,0.8920867303234373,0.36201399706429543,1.0484387820552779,1.242524046302974,,0.6770659757868103,,,0.6060040903350167,0.7726022631314837,1.175237577030096,,1.3468536805183027,,1.2325355388861705,,1.5271225816384832,,1.0603939977725552,0.5503208302903738,1.0742493334769347,1.222790168229085,0.7136376450362053,1.7093648145381564,1.191054561366044,1.5122903574280646,0.5700005406257387,,,1.1831391119729266,,0.7063064898426049,,1.1677999786301152,1.164483972232062,0.5241780366898903,1.1436853816439678,0.9654992617496185,0.7816994527458494,1.0064483006606182,1.1895168115033519,0.6312574861708645,0.8343199937583917,1.2017479136019358,1.0847710513878306,,0.8409614336596398,0.9661472001699146,,,0.7311500249429832,1.0548755945458728,,,1.1690392370288638
2023-04-23,1.0130280629929773,0.9154056509285475,1.1472156257828632,0.9495991684528435,,1.2425504788528259,0.6066994034847469,1.293239364676915,1.5584458328883466,0.9964895314493964,1.069842840195945,0.7587215398573881,0.9284248888154257,,,0.9302704089371899,0.7659891854117362,0.3005060006723807,,1.0497413677841383,0.5899149839024593,0.7641179843779357,1.324761653443248,0.8335702159926053,1.0169147171968471,1.2772558455807357,0.8774903316704707,,0.950110005158681,,0.6996055807715815,1.046800160507455,0.4849794695948235,0.6707312633912134,,0.7081320086779521,0.8920867303234373,0.36201399706429543,1.0484387820552779,1.242524046302974,,0.6770659757868103,,,0.6060040903350167,0.7726022631314837,1.175237577030096,,1.3468536805183027,,1.2325355388861705,,1.5271225816384832,,1.0603939977725552,0.5503208302903738,1.0742493334769347,1.222790168229085,0.7136376450362053,1.7093648145381564,1.191054561366044,1.5122903574280646,0.5700005406257387,,,1.1831391119729266,,0.7063064898426049,,1.1677999786301152,1.164483972232062,0.5241780366898903,1.1436853816439678,0.9654992617496185,0.7816994527458494,1.0064483006606182,1.1895168115033519,0.6312574861708645,0.8343199937583917,1.2017479136019358,1.0847710513878306,,0.8409614336596398,0.9661472001699146,,,0.7311500249429832,1.0548755945458728,,,1.1690392370288638
