,A,ABBV,ABT,ALGN,ALLE,AMGN,BAX,BDX,BIIB,BIO,BMY,BSX,CAH,CI,CIEN,CNC,COO,COR,CRL,CTLT,CVS,DGX,DHR,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,ILMN,INCY,IQV,ISRG,JNJ,LH,LLY,LXRX,MCK,MDT,MMSI,MOH,MRK,MRNA,MTD,NKTR,OGN,PFE,PODD,PRGO,QBIO,REGN,RMD,RVTY,STE,STT,SYK,TECH,TFX,TMO,TRP,UHS,UNH,VRTX,VTRS,WAT,WHSI,WST,XRAY,YNDX,ZBH,ZTS
2023-12-27,1.220310616173564,0.8360375519452097,0.8938219309837419,1.6113251220404472,,0.965015893905059,1.0254254259743507,1.0913437121840168,1.2066657524273672,1.3847555565218035,0.9663263536866278,0.9161731740025293,0.7882882615758495,1.0131835186703555,,0.9972578465912014,1.1721877306473885,0.5621481198549966,1.2401236912559557,1.425407415416715,0.9864970919444375,0.6683269483102472,1.134920751668511,0.825483638917161,1.0514027708929474,1.0749242868335045,1.330303961453319,1.145756235237102,1.0295756130025335,1.0213495538129844,0.9387695309386562,0.8032858003540316,0.813292894971909,1.5358080187292775,1.7664208655856342,1.0894414581735434,1.4236500146606514,1.4298289621956817,0.8676452842990621,0.8208347164287466,1.2036537042370503,,0.4946248255603811,0.9742739439563,,1.1255556565719698,0.8704970340577866,1.0079831252483031,1.2123664604699458,,1.3453798374353403,0.6208701523900054,1.3658212970754287,,,0.928556743745406,1.2031105420808619,1.1847305402409267,1.073573981375582,0.8533601412952581,1.0481494430631497,1.5495041605822408,1.4025968051754032,1.197201256941788,,1.0982954994715515,0.8118400641987739,1.2159720372022784,0.9171595506257147,1.1956412522552757,,1.2297583887790768,0.9103130290119524,,0.8307399262796651,1.3187650245299023
2023-12-28,1.2158872440723858,0.8344252064214092,0.8945215933314341,1.6093047409402181,,0.9681664435370732,1.0241557627312199,1.0861887515620898,1.2066359289967015,1.3844133382823647,0.961212690901835,0.913411848699108,0.7839222974216449,1.0074268234809667,,0.99196784808874,1.1740739846480988,0.5602282452774187,1.237343675547558,1.4249766461441675,0.9813974324497314,0.6705790072085649,1.1358261862976442,0.8183462729321719,1.0481987133976207,1.07075892978398,1.3258506082318195,1.135973210867541,1.0301484748799588,1.0167102581889103,0.9346799546676129,0.8048777254259922,0.8093190014590269,1.5316479723360523,1.7714461529896697,1.087758273017715,1.4216701769074542,1.424921577715022,0.8662754884360763,0.8220631031515507,1.2129889775316847,,0.49534435949153605,0.9723181316200397,,1.119874344622189,0.8701873751448553,1.0305380016619041,1.210980078294931,,1.3546424439924583,0.6254901192535881,1.3636353328115196,,,0.946537588669002,1.1979889895355598,1.1881291989174263,1.07641686045582,0.8524976311041045,1.044511562729467,1.5467569248183302,1.3931509597352814,1.1962463252335853,,1.0869950398197763,0.8132574421379346,1.2120061099800905,0.9178593145948611,1.1932814671220409,,1.2232473155476207,0.9093005718768249,,0.8265244313606479,1.3194091541633834
2023-12-29,1.2140841606831316,0.833074724059108,0.8956672623285421,1.609685431811823,,0.9695182405007898,1.024754332748918,1.0862717514053604,1.2034442379364783,1.386703227036654,0.960989431710333,0.9141462627872284,0.7800465521635814,1.0065888657862865,,0.9934336214091031,1.1721645536589977,0.5578092870083649,1.2353982164465889,1.423809708013033,0.9809223226365638,0.6700808028861143,1.1354158200146045,0.8189353088065697,1.0479394213755142,1.072246696391507,1.3272829079887136,1.1335115070886599,1.0328810501733612,1.014443392134211,0.9358227413537021,0.8052094127321923,0.8134489901230247,1.5295095757892814,1.7688415068450896,1.0870342439276943,1.421373151134801,1.4241634873922484,0.8661434947469607,0.8216513214016501,1.210822905204919,,0.4945482690257601,0.9728093259423488,,1.1180614779358826,0.8722239338671677,1.0218204801502944,1.2105412762066463,,1.357435689468419,0.6281394688881414,1.3584244230113944,,,0.9486549315017471,1.1969602627317246,1.1872185567314582,1.072320365453542,0.8536119034977172,1.0445075180747132,1.5452328308984675,1.390241350390332,1.196004176876614,,1.085650415540399,0.8140603008339098,1.2114419149057012,0.9195818859174784,1.1911480489900348,,1.221043949201642,0.9094573332365186,,0.8273719567471793,1.318282971135465
2023-12-30,1.2135213602066426,0.8330971444100777,0.8952463545826246,1.608592877484148,,0.9691850363308901,1.0243499703252215,1.0865617233050135,1.2026907977648502,1.3861971308239633,0.9612317892907316,0.9166434164376029,0.7808848853311093,1.0064722257571692,,0.9937444287128323,1.171721978170244,0.5585681327082194,1.2341784178956798,1.4223618837454775,0.9807595994533649,0.6701611964714888,1.1345317314885517,0.8190479552518772,1.0476433987189204,1.0727645529783596,1.326606159679969,1.132986535676843,1.0326031017789694,1.0143916765753864,0.9360565962996624,0.8046820824423745,0.813931126863736,1.5289025163205148,1.766787661144286,1.0870402535507604,1.420614931353668,1.4236373207033484,0.8661984793000126,0.8216036244106171,1.2109439926980412,,0.4955916607613845,0.9722977002857786,,1.11923847044506,0.8723536274842647,1.022411299965657,1.2094631135719254,,1.3570914919386936,0.628255054869744,1.3571758231914386,,,0.9481142862809709,1.196334552032744,1.185832230353423,1.0713736231054014,0.8531093858280042,1.0444776763122428,1.543738572997744,1.389876246690127,1.1954997689181637,,1.0852961978249438,0.8142723967620833,1.2106358738858116,0.9192316039922552,1.189866079341974,,1.220193658419491,0.9093580348416715,,0.8273536955642075,1.3181877287778938
2023-12-31,1.2135213602066426,0.8330971444100777,0.8952463545826246,1.608592877484148,,0.9691850363308901,1.0243499703252215,1.0865617233050135,1.2026907977648502,1.3861971308239633,0.9612317892907316,0.9166434164376029,0.7808848853311093,1.0064722257571692,,0.9937444287128323,1.171721978170244,0.5585681327082194,1.2341784178956798,1.4223618837454775,0.9807595994533649,0.6701611964714888,1.1345317314885517,0.8190479552518772,1.0476433987189204,1.0727645529783596,1.326606159679969,1.132986535676843,1.0326031017789694,1.0143916765753864,0.9360565962996624,0.8046820824423745,0.813931126863736,1.5289025163205148,1.766787661144286,1.0870402535507604,1.420614931353668,1.4236373207033484,0.8661984793000126,0.8216036244106171,1.2109439926980412,,0.4955916607613845,0.9722977002857786,,1.11923847044506,0.8723536274842647,1.022411299965657,1.2094631135719254,,1.3570914919386936,0.628255054869744,1.3571758231914386,,,0.9481142862809709,1.196334552032744,1.185832230353423,1.0713736231054014,0.8531093858280042,1.0444776763122428,1.543738572997744,1.389876246690127,1.1954997689181637,,1.0852961978249438,0.8142723967620833,1.2106358738858116,0.9192316039922552,1.189866079341974,,1.220193658419491,0.9093580348416715,,0.8273536955642075,1.3181877287778938
2024-01-01,1.2135213602066426,0.8330971444100777,0.8952463545826246,1.608592877484148,,0.9691850363308901,1.0243499703252215,1.0865617233050135,1.2026907977648502,1.3861971308239633,0.9612317892907316,0.9166434164376029,0.7808848853311093,1.0064722257571692,,0.9937444287128323,1.171721978170244,0.5585681327082194,1.2341784178956798,1.4223618837454775,0.9807595994533649,0.6701611964714888,1.1345317314885517,0.8190479552518772,1.0476433987189204,1.0727645529783596,1.326606159679969,1.132986535676843,1.0326031017789694,1.0143916765753864,0.9360565962996624,0.8046820824423745,0.813931126863736,1.5289025163205148,1.766787661144286,1.0870402535507604,1.420614931353668,1.4236373207033484,0.8661984793000126,0.8216036244106171,1.2109439926980412,,0.4955916607613845,0.9722977002857786,,1.11923847044506,0.8723536274842647,1.022411299965657,1.2094631135719254,,,0.628255054869744,1.3571758231914386,,,0.9481142862809709,1.196334552032744,1.185832230353423,1.0713736231054014,0.8531093858280042,1.0444776763122428,1.543738572997744,1.389876246690127,1.1954997689181637,,1.0852961978249438,0.8142723967620833,1.2106358738858116,0.9192316039922552,1.189866079341974,,1.220193658419491,0.9093580348416715,,0.8273536955642075,1.3181877287778938
2024-01-02,1.2135213602066426,0.8330971444100777,0.8952463545826246,1.608592877484148,,0.9691850363308901,1.0243499703252215,1.0865617233050135,1.2026907977648502,1.3861971308239633,0.9612317892907316,0.9166434164376029,0.7808848853311093,1.0064722257571692,,0.9937444287128323,1.171721978170244,0.5585681327082194,1.2341784178956798,1.4223618837454775,0.9807595994533649,0.6701611964714888,1.1345317314885517,0.8190479552518772,1.0476433987189204,1.0727645529783596,1.326606159679969,1.132986535676843,1.0326031017789694,1.0143916765753864,0.9360565962996624,0.8046820824423745,0.813931126863736,1.5289025163205148,1.766787661144286,1.0870402535507604,1.420614931353668,1.4236373207033484,0.8661984793000126,0.8216036244106171,1.2109439926980412,,0.4955916607613845,0.9722977002857786,,1.11923847044506,0.8723536274842647,1.022411299965657,1.2094631135719254,,,0.628255054869744,1.3571758231914386,,,0.9481142862809709,1.196334552032744,1.185832230353423,1.0713736231054014,0.8531093858280042,1.0444776763122428,1.543738572997744,1.389876246690127,1.1954997689181637,,1.0852961978249438,0.8142723967620833,1.2106358738858116,0.9192316039922552,1.189866079341974,,1.220193658419491,0.9093580348416715,,0.8273536955642075,1.3181877287778938
2024-01-03,1.1355960316070526,0.8854658590170486,0.8369652922908998,1.458568333702719,,1.0160893270855564,0.9839396617884575,1.0485951802050058,1.2472775896411348,1.3636743371601352,1.0031544336600478,0.8640330711131042,0.7919311113550844,1.0627977676588711,,1.050548453288158,1.0586339843340744,0.5733023820926114,1.1312818861052578,1.3507854900193108,1.000522170910911,0.7004927153785507,1.1177292413444428,0.8346176731817867,0.9580804175536694,1.062350921500901,1.2244029827905445,1.011581080252065,1.0621079852004374,1.0113917528051746,0.9307397079275368,0.7529707292353017,0.8571436708133608,1.3963594710528648,1.63310480263549,1.1624033192269227,1.3250121949748368,1.2796091706621835,0.8848125872535786,0.8475405743326784,1.1901435232380997,,0.5373808062867201,0.9352923078893607,,1.1450402953761798,0.9471468306498895,1.3874994477929457,1.1452348690258698,,,0.7035013596194656,1.16331932480759,,,0.9900491443372764,1.1258446466525924,1.1525154807895563,0.9701970854621664,0.8144035350590624,0.9495839000824237,1.4373609872286675,1.3236151497243402,1.2091469559116925,,1.1046278465846857,0.8468090959378948,1.1701823840109609,1.030869085863769,1.1127130607547973,,1.1214920276547111,0.8612990379758175,,0.7726730562881713,1.2284393607442659
2024-01-04,1.1598717546772879,0.883199217157809,0.8378033828047623,1.4786493614237661,,1.0107454994103822,0.9913178823901629,1.056557479455577,1.2534246150240882,1.3745318738108137,1.0056342591397276,0.8655481586662919,0.7824158752843554,1.071637531154442,,1.0504216434073943,1.0690783684039797,0.5694344854727823,1.1506732608055368,1.3747268149863117,0.9998640864059133,0.7037168856910436,1.1246410107449,0.841288323582731,0.9682736895078344,1.0598661586383633,1.2378037385480434,1.0126094456617583,1.060115143952245,1.0160696526096866,0.9302874175597012,0.7579653342255304,0.8615170766318084,1.4061059626018935,1.6551473960980572,1.1611039844350735,1.3445607217324564,1.2909968240902479,0.8811383029903064,0.8586664896730749,1.1701750583460346,,0.5307674523418798,0.9325678141485817,,1.1381863171302085,0.9404299128413518,1.4025306465714935,1.1692350510728022,,,0.7022355315997699,1.193648806101776,,,0.9833639813040359,1.1405048547598264,1.1737247430204143,0.9767819495702396,0.8167233319611227,0.9524293772289906,1.4632349252595638,1.3380570920409502,1.2209860110263449,,1.114018764278623,0.8439439118551693,1.1700030795236072,1.0313831453036209,1.1437378069144466,,1.133865047159768,0.8709448912288843,,0.7754246401080157,1.236119212402996
2024-01-05,1.1540743657872443,0.8842656705501651,0.8451426766929108,1.4899270589535067,,1.0124489649239834,0.9987004350694821,1.0614516289647538,1.23893092416781,1.3643705679202305,1.008275971477764,0.8696498415303444,0.7847835729446978,1.0739657384588703,,1.050913648201274,1.0695663632296097,0.5675273805233683,1.1431479036189438,1.3869736734074323,0.9915405327232424,0.7059352812378206,1.1265108822768533,0.8440061306248868,0.9742284877465583,1.0631149317964566,1.2379913151808892,1.0133557463250242,1.065362029109702,1.0149118725218877,0.9327156064351451,0.7571020158632229,0.8623194204371983,1.4052337618305233,1.656964548097936,1.1698717712164204,1.339547070658808,1.2884671369687892,0.8760437464922388,0.8494375101528504,1.1598977258007679,,0.5178138119726401,0.9359878432403104,,1.1373895926338653,0.9522296468468627,1.3972376762157062,1.166891252782229,,,0.6830189186272367,1.2113648047531518,,,0.9737484735085382,1.1455718702631994,1.1907270540284753,0.9826052794116722,0.813730746633842,0.9599709781751571,1.4611116705212297,1.3293063419134352,1.2295487425655256,,1.1042483817881363,0.8455045443127343,1.1752160696390377,1.0392741358367201,1.1428608387631314,,1.1350781019711964,0.88788003725371,,0.7706680724448761,1.235582613491376
2024-01-06,1.154811845005704,0.8828845866274976,0.8455154673683601,1.4852787365206443,,1.0127130542545657,0.9939230373753161,1.061900736133021,1.241253105436369,1.3634636425541644,1.0063605240400577,0.8696678356346995,0.7844650707421423,1.066257104530153,,1.0500376114236223,1.0692770906623983,0.5666905561024403,1.142198572228356,1.370007623557469,0.9879007501423345,0.702630672285591,1.1293279083638312,0.8409715146237796,0.9687612874508454,1.0658786200089712,1.2401713947549546,1.0128844016113414,1.0695108241349238,1.0115358013632476,0.9319181790912551,0.7605520138775728,0.867333654763517,1.4056657761916946,1.6581271816057053,1.1758263843405883,1.3384609261929679,1.2889143421145908,0.8747271667118861,0.8490357907514663,1.1579646768808824,,0.5155732579710074,0.9333580530888076,,1.1374532873174017,0.9515990742264717,1.3898425756440766,1.1708641188735394,,,0.6781878361082777,1.2137974197084256,,,0.9734042146091011,1.1463673263281444,1.1912454168034925,0.9823409002496454,0.8103461931175246,0.9626029747112903,1.466184927750032,1.3309975933118674,1.2326942940022096,,1.1010298294520213,0.8499282674704224,1.174989436767964,1.0277458244757196,1.144960739401434,,1.135215222353018,0.8902406632442968,,0.7709186037926923,1.2340244246435517
2024-01-07,1.154811845005704,0.8828845866274976,0.8455154673683601,1.4852787365206443,,1.0127130542545657,0.9939230373753161,1.061900736133021,1.241253105436369,1.3634636425541644,1.0063605240400577,0.8696678356346995,0.7844650707421423,1.066257104530153,,1.0500376114236223,1.0692770906623983,0.5666905561024403,1.142198572228356,1.370007623557469,0.9879007501423345,0.702630672285591,1.1293279083638312,0.8409715146237796,0.9687612874508454,1.0658786200089712,1.2401713947549546,1.0128844016113414,1.0695108241349238,1.0115358013632476,0.9319181790912551,0.7605520138775728,0.867333654763517,1.4056657761916946,1.6581271816057053,1.1758263843405883,1.3384609261929679,1.2889143421145908,0.8747271667118861,0.8490357907514663,1.1579646768808824,,0.5155732579710074,0.9333580530888076,,1.1374532873174017,0.9515990742264717,1.3898425756440766,1.1708641188735394,,,0.6781878361082777,1.2137974197084256,,,0.9734042146091011,1.1463673263281444,1.1912454168034925,0.9823409002496454,0.8103461931175246,0.9626029747112903,1.466184927750032,1.3309975933118674,1.2326942940022096,,1.1010298294520213,0.8499282674704224,1.174989436767964,1.0277458244757196,1.144960739401434,,1.135215222353018,0.8902406632442968,,0.7709186037926923,1.2340244246435517
